Ano	Mes	SLuis	teresina	fortaleza	natal	JPpessoa	recife	maceio	aracaju	salvador
1991	6	26,2	27,8	25,5	25	25,3	24,9	24,2	25,5	23,3
1991	7	25,8	27,1	25,1	24,4	23,8	23,9	23,4	24,7	22,2
1991	8	25,7	27,9	25,2	24,1	24,6	23,6	23	24,2	22
1991	9	26,2	28	25,7	25,4	26	24,5	23,6	25,1	23,5
1991	10	26,7	28,5	25,7	25,6	26,5	24,9	24,1	25,8	25,1
1991	11	26,8	29,7	26,1	26,3	27,6	25,9	25,5	26,5	26
1991	12	27,2	30,1	26,5	26,8	27,5	26,3	26,1	27,6	26,9
1992	1	26,9	29,7	26,4	27,2	28,2	26,7	26,6	27	26,4
1992	2	26,5	26,1	26,1	26,5	26,8	26,7	25,9	27,3	25,5
1992	3	26,1	26,1	25,6	26,3	26,5	26,5	26,1	27,7	26,6
1992	4	26,8	27,1	25,9	27,1	27,2	26,9	26,6	27,2	26,4
1992	5	27	26,7	25,8	26,6	26,1	25,7	25,8	26,8	25,9
1992	6	26,4	26,5	25,2	25	24,6	24,4	24,4	25,5	24,3
1992	7	25,9	26,1	25	24,9	24,6	23,8	24,3	24,9	23,6
1992	8	26,3	27,4	25,2	24,7	24,3	23,7	23,8	24,7	23,6
1992	9	26,7	28,9	25,5	26,3	25,1	24,8	24,3	25	24,1
1992	10	26,8	29,2	25,8	26,2	25,9	25,2	25,1	25,8	25,4
1992	11	27,1	30,2	26,3	26,8	26,3	25,6	25,7	25,9	25,4
1992	12	27,5	29,1	26,6	27,2	27	26,3	26,3	26,2	25,7
1993	1	26,8	27,2	26,5	27,2	27,2	26,6	26,2	26,5	26,6
1993	2	26,1	26,6	27	27,7	27,5	26,9	26,4	26,7	27,3
1993	3	26,1	27,3	26,3	27,8	27,6	26,9	27,1	26,8	27,4
1993	4	26,5	27,1	26,4	27,2	27,1	26,5	26,6	26,3	26,8
1993	5	26,8	28,7	26,6	27	26,2	25,6	25	26	25,2
1993	6	26,4	28,9	27	25,7	25,4	24,7	24,6	25,1	24,1
1993	7	26	29,4	25,4	25,3	24,3	23,8	24,1	24,8	24,1
1993	8	26,4	29,3	25,7	25,8	24,8	24,4	24	25,1	23,6
1993	9	26,7	28,5	26,3	26,7	26,3	25,5	25,1	25,7	24,4
1993	10	27,3	28,1	26,9	27,1	26,9	26,5	26,1	25,9	25,1
1993	11	27,6	29,2	27,9	26,9	27,2	27	25	26,5	26,1
1993	12	27,5	28,3	27,4	27,3	27,9	27,2	25,7	26,7	27
1994	1	26	25,9	27,1	27,2	28	27	26	27,1	27,6
1994	2	26,1	25,8	26,6	27,6	27,8	27,4	26,1	27,1	27,3
1994	3	25,8	25,6	26,2	27,2	27,7	27,5	26,1	27,2	27,1
1994	4	26,1	25,8	25,9	26,4	26,7	26,2	25,7	26,9	26,1
1994	5	26,4	27,2	26,2	26	25,9	25,3	25,6	26,5	25,7
1994	6	26,4	25,5	25,3	24,7	25,2	25	24,3	25,7	24,7
1994	7	26,3	27,2	25,2	24,6	24,4	24,4	23,7	25	23,9
1994	8	26,4	26,5	26,1	25,2	24,4	24,2	23,5	25,3	23,4
1994	9	26,9	28,4	26,5	25,3	25,1	24,8	23,9	25,4	24,1
1994	10	27,1	29,5	26,9	26,2	26,4	25,9	25	26	24,9
1994	11	27,3	28,5	27,2	26,5	27,2	26,2	24,9	26,6	25,9
1994	12	27,2	27,7	27,2	26,6	27,8	26,9	25,4	26,8	26,7
1995	1	26,9	25,9	26,9	27,1	27,4	26,8	25,4	27,1	27,1
1995	2	26,1	25,6	26,9	27,7	28,3	27,2	26	27,1	27,5
1995	3	26,3	26,4	26,6	27,6	28,2	27,4	26,5	27,2	27,5
1995	4	26	25,9	26	26,9	26,3	26,4	27	26,5	26,4
1995	5	26,5	26	26,2	26	25,6	25,8	26,4	26,4	25,8
1995	6	26,7	25,6	26	25,1	24,1	24,3	24,2	24,9	24,5
1995	7	26,5	27,2	25,3	23,9	23,8	24,3	23,6	22,1	24,2
1995	8	26,5	28,1	26,1	25	23,7	25,2	23,8	25,2	24,1
1995	9	26,7	29,6	26,5	25,3	24,2	25,3	23,9	23	24,6
1995	10	27	29,9	26,8	26,1	25,1	26,2	25,2	26	25,7
1995	11	27	28,1	27,2	26,4	25,4	26,2	25,2	25,9	25,6
1995	12	27,4	27,8	27,7	27,1	26,9	26,9	26,7	26,8	26,4
1996	1	26,4	26,1	27,3	27,4	26,4	27,2	26,3	27,2	27,2
1996	2	26,5	26,4	26,9	27,5	26,7	27,1	27	27,9	27,3
1996	3	26	26	26,1	27,1	26,4	27,2	26,5	28,3	27,9
1996	4	25,9	26	26,1	26,7	25,7	26,3	25,4	27	26,2
1996	5	26,3	26,3	26,6	26,6	24,9	25,8	25	25,9	25,2
1996	6	26,4	25,7	26,3	25	23,9	24,9	24	25,6	24,2
1996	7	26,2	25,8	26,2	24,4	23,9	24	22,6	24,5	23,6
1996	8	26,5	27,1	26,5	24,8	24,1	24,5	22,8	24,6	23,6
1996	9	26,9	28,6	27,1	25,5	24,9	25,1	23,5	25,3	24,2
1996	10	27,2	28,8	27,4	26,4	26	26,4	24,9	26,3	25,6
1996	11	27,4	28,6	27,6	26,8	26,4	26,7	25,2	26,5	25,7
1996	12	27,7	28,8	28	27,6	27,1	27,2	25,8	27,2	26,7
1997	1	27	26,8	28	27,5	27,7	27,7	26,2	27,3	27
1997	2	26,9	26,7	27,5	27,7	26,9	27	25,4	27,1	25,9
1997	3	26,2	26,1	27,3	27,1	26,9	26,8	25,9	27,3	25,9
1997	4	26,2	26,2	26,4	26,7	26,1	26,2	25,5	26,8	25,7
1997	5	26,6	25,7	26	25,9	25,9	25,5	24,6	25,6	24,8
1997	6	26,7	25,3	26,1	25,2	24,4	24,2	24,2	25	24,4
1997	7	26,4	25,6	26,3	24,7	23,6	23,9	23,1	24,6	23,7
1997	8	26,8	26,7	26,4	24,5	23,9	24,3	23,3	24,5	23,7
1997	9	26,9	28,4	26,7	25,7	24,9	25,2	24,6	25,5	25
1997	10	27,4	29,2	27,4	26,8	26,9	26,5	25,5	26,2	25,8
1997	11	27,5	29,2	27,6	27,2	27,5	26,9	25,9	26,8	26,7
1997	12	27,7	28,8	27,9	27,5	27,6	27,2	26,5	27,4	27,5
1998	1	27,2	26,7	27,7	27,7	28	27,8	26,9	28,1	28,1
1998	2	28,1	27,7	28,4	28,4	28,6	28,6	26,7	28,6	28,3
1998	3	27,1	26,8	27,8	28,7	28,7	28,5	27,3	28,6	28,2
1998	4	27,8	27,8	28,1	28,4	28,2	27,9	26,8	28,3	27,5
1998	5	27,6	27,9	27,8	27,2	26,7	26,4	25,7	26,8	26,5
1998	6	27	27,5	26,6	25,6	25,9	25,3	24,7	25,3	24,8
1998	7	26,6	28,2	26,9	24,5	24,7	24,8	24	25	24,2
1998	8	27,1	28,8	26,8	25	24,3	24,4	23,9	24,7	24,4
1998	9	27,5	30	27,3	26	25,3	25,5	24,5	25,5	25,1
1998	10	27,8	30,6	27,8	26,4	26,4	26,3	25,1	26,2	26,1
1998	11	27,9	29,7	28	26,9	27,3	27	26,1	26,8	26,7
1998	12	27,6	28	27,9	27,2	27,5	27,4	26,6	26,8	26,9
1999	1	26,9	26,8	27,6	26,9	27,7	27,4	26,5	27,3	27,1
1999	2	26,1	26,3	27,5	26,7	27,5	27,8	26,2	27,5	27,3
1999	3	25,8	26,2	26,6	26,7	27,4	27,4	26,3	27,7	27,3
1999	4	26,1	26,7	26,5	26,4	27,1	27	26,4	27,3	26,4
1999	5	26	26,2	26,2	25,6	26	25,8	25,2	25,9	25,1
1999	6	26,3	26,9	26,2	25	25,3	25,1	24,5	24,7	24,6
1999	7	25,9	27,2	26,4	24,5	24,4	24,3	23,8	24,5	24,1
1999	8	26,4	27,2	26,6	24,3	24,1	23,8	23,6	24,1	23,5
1999	9	26,9	28,9	26,9	25,2	25,1	25,3	23,7	24,6	24
1999	10	27,2	29,1	27,3	25,7	26	25,9	24,4	24,8	24,7
1999	11	27,4	28,7	27,9	26,5	27,2	26,8	25,7	25,5	25,2
1999	12	27,4	27,4	27,7	26,4	27,4	27,2	25,8	26,1	26,2
2000	1	26,3	26,6	26,9	26,6	27,7	26,7	25,6	26,3	26,7
2000	2	25,9	25,8	27,3	26,8	27,8	27	25,7	26,4	27,2
2000	3	25,9	26	27	27,1	28,1	27,2	25,6	26,8	26,6
2000	4	26	25,9	26,2	26,3	27,1	26,4	25,3	26,2	25,9
2000	5	26,5	26,5	26,7	25,7	26,6	25,7	24,6	25,8	25,1
2000	6	26,5	26,3	26,1	24,5	25,5	24,8	23,7	24,9	24,5
2000	7	25,9	26,5	26	23,6	24,7	24	23,1	25	23,6
2000	8	26,4	26,9	25,8	24,3	25,4	24,4	23,4	24,5	23,5
2000	9	27,1	27,8	26,3	25,3	26,2	25,1	23,4	25,3	24,4
2000	10	27,3	29,2	26,9	25,9	27,1	26,1	24,2	26	25,8
2000	11	27,4	28,8	27,3	26,2	27,4	26,4	25,1	26,2	26,1
2000	12	27,2	28,4	27,3	26,4	27,1	26,1	25	25,9	26,3
2001	1	25,8	26,1	26,9	26,3	27,6	26,6	25,6	26,3	26,5
2001	2	25,5	25,9	27,4	27	28,1	27,3	26,1	27,2	27,5
2001	3	26,1	26,2	26,9	26,8	27,7	27	26	27,1	27
2001	4	25,7	26,2	25,9	25,8	26,8	26	25,1	27	26,7
2001	5	26,8	26,9	26,9	26,5	27,3	26,2	25,1	26,3	26,2
2001	6	26	26,4	26,2	24,5	25,5	24,6	23,5	25	24,6
2001	7	26,2	26,5	26,1	24,3	25,3	24,4	23,3	24,6	23,9
2001	8	26,4	27	26,3	24	25,4	24,5	23,4	24,5	23,6
2001	9	27	28,8	26,9	25,2	26,2	25,3	24,2	25,4	24,2
2001	10	26,8	29,9	27,5	26	27,2	26,1	24,7	25,8	25,1
2001	11	27,8	29,7	27,8	26,6	27,7	26,8	24,9	26,4	26,4
2001	12	27,8	29	28	27,7	27,7	27,3	24,8	27	26,6
2002	1	26,5	26,3	26,6	27,1	27,5	26,4	24,4	26,4	26,2
2002	2	27,2	27,1	27,3	27,3	28	26,8	25,4	27,1	26,9
2002	3	26,2	26,3	26,8	27	27,6	26,6	25,3	27,7	27,2
2002	4	26,2	26,7	26,3	26,9	27,1	26,5	25,2	27,3	26,7
2002	5	27	27,2	26,7	26,9	26,9	26	24,2	26	25,3
2002	6	26,4	26,9	26	25,5	25,2	24,8	23,2	25,5	24,5
2002	7	26,6	27,6	25,8	25,3	25,4	24,5	23,3	24,9	23,9
2002	8	26,8	28,1	26,3	25,1	25,5	24,6	22,9	25	24
2002	9	27	28,9	26,6	26,3	26,5	25,4	23,9	25,6	24,6
2002	10	27,5	30,4	27,2	26,7	27	26	24,5	26,3	25,8
2002	11	27,6	30,3	27,2	26,9	27,2	26,2	24,8	26,6	26,5
2002	12	27,9	28,5	28	27,3	28	27,2	25,6	26,9	27,1
2003	1	27,2	28,3	27,5	27,6	28,1	27,3	26,4	27,6	27,7
2003	2	26,3	26,2	26,8	27,4	27,7	26,9	26	27,8	27,5
2003	3	26	26,2	26,3	27,2	27,7	26,6	26,5	27,9	27,1
2003	4	26,4	26,5	26,4	27,2	27,8	26,7	26,1	27,9	26,9
2003	5	26,9	26,7	26,6	27	27,3	26	25,1	26,7	25,7
2003	6	26,6	26,3	26,2	25,5	25,2	24,3	23,7	25,8	24,8
2003	7	26,6	26,3	26,2	25	25,1	24	23,2	25,1	24,2
2003	8	26,7	27,8	26,5	25,4	25,6	24,1	23,6	25	24
2003	9	26,7	29	27,2	26,1	26,2	25,1	24	25,6	24,5
2003	10	27,8	30,3	27,7	26,9	27,1	26	24,7	26	25,5
2003	11	27,9	28,8	27,8	27,4	27,7	26,9	25,5	26,4	26,2
2003	12	27,8	28,9	28	27,5	27,9	27,3	25,7	27,2	27,2
2004	1	26,7	26,7	26,9	27,1	27,2	26,9	25,1	26,6	26,6
2004	2	26,2	26,2	26,6	27,1	27,7	26,7	25,3	27,2	26,9
2004	3	26,7	26,8	27	27,4	28	26,9	25,5	27,6	26,9
2004	4	26,6	26,5	27,1	27,2	27,5	26,3	25,1	27,3	26,3
2004	5	27,2	26,7	27,1	26,4	26,4	25,3	24,5	26,4	25,5
2004	6	26,4	26,1	25,7	25	25,3	24,4	23,3	25,9	24,3
2004	7	26,1	26,3	26	24,8	24,8	23,8	22,9	24,6	23,4
2004	8	26,5	27,8	26,6	25,1	25,3	23,9	23,1	24,4	23,4
2004	9	27,2	28,9	26,9	25,8	26,3	24,9	23,6	25,3	24,5
2004	10	27,4	29,5	27,4	26,7	27,1	26	24,6	26,3	25,3
2004	11	27,5	29,5	27,6	27	27,5	26,7	25,7	26,6	25,9
2004	12	27,6	29,2	27,7	27,3	27,9	27,1	26,1	27,2	26,9
2005	1	27,6	28,2	28,2	27,7	28,3	27,6	26,5	27,5	27,3
2005	2	27,5	27,3	28,3	28,1	28,8	27,7	26,7	27,8	26,9
2005	3	26,5	26,7	27,8	28,1	29	28,1	27,1	27,9	27,2
2005	4	26,7	26,9	27,8	27,9	28,2	27,2	26,4	27,1	26,3
2005	5	26,9	27	26,8	26,4	27	25,8	24,8	26,6	25,8
2005	6	26,7	26,7	26,1	24,9	25,5	24,8	24	25,8	24,5
2005	7	26,3	26,5	26,1	25	25,4	24,2	23,4	24,6	23,7
2005	8	26,9	27,6	26,7	25,4	25,2	24,1	23,3	24,9	24,2
2005	9	27,1	28,8	27	26	26,2	25,2	24,2	25,8	25,1
2005	10	27,6	30,2	27,5	26,8	27,2	25,9	25,4	26,5	25,9
2005	11	28	30,4	28	27,4	27,9	26,9	26,3	27,1	26,4
2005	12	27,4	28,2	28,2	27,7	28	26,7	25,9	27	26,7
2006	1	26,8	27,4	28	27,6	28,2	27,1	26	27	27,2
2006	2	26,6	26,1	27,6	28,1	28,7	27,7	27	27,6	28,1
2006	3	26,2	26,5	27,3	28,2	28,7	27,6	27,1	27,8	28
2006	4	25,9	26,3	26,5	27,2	28	26,7	26,2	27,3	26,3
2006	5	26,2	26,4	26,5	26,7	27	25,8	25,1	26,2	25
2006	6	26,4	26	26	25,2	26	25	24,3	25,2	23,8
2006	7	26,5	26,3	26,1	25,1	25,3	24,5	23,7	24,4	23,4
2006	8	26,6	27	26,6	25,3	25,5	24,5	24,1	25	23,9
2006	9	27,5	28,7	27,3	25,8	26,4	25,4	24,4	25,3	24,2
2006	10	27,8	29,7	27,6	26,8	27,6	26,7	25,4	26,2	25,1
2006	11	28	28,9	27,8	27	27,8	27	25,9	26,6	25,7
2006	12	27,9	28,6	28	27,3	28	27	26,1	27,4	26,8
2007	1	28,3	28,6	28,3	27,5	28,4	27,1	26	27,6	27,5
2007	2	26,2	25,8	27,1	27,6	28,2	27,4	26,3	27,8	26,5
2007	3	26,3	26,2	27	27,5	27,9	26,9	25,7	27,3	26,6
2007	4	26,4	26,3	27	27	27,7	26,3	25,4	27,1	26,3
2007	5	27	26,8	27	26,4	26,7	25,6	24,5	26,2	25,4
2007	6	27	26,3	26,4	25	25,4	24,8	23,8	25,9	24,3
2007	7	26,7	26,5	26,5	24,8	25,3	24	22,9	25	23,7
2007	8	26,9	26,5	26,5	24,6	25,1	24,3	22,6	25	23,5
2007	9	27,2	30,5	26,9	25,2	25,7	24,7	23,4	25,2	23,9
2007	10	27,6	31,1	27,2	26,1	26,6	25,6	24,2	26,1	25,3
2007	11	27,9	30,2	27,7	26,9	27,1	26,5	25,4	26,8	26,5
2007	12	27,6	28,4	27,6	27,6	27,8	27	25,6	27,1	26,5
2008	1	26,6	26,3	27,1	27,7	27,9	27	25,8	27,3	26,9
2008	2	26,4	26	27,7	28,2	28,4	27,7	26,3	27,9	27,2
2008	3	25,6	25,5	26,5	27,6	27,9	27	25,9	27,4	26,8
2008	4	25,9	25,8	26,1	26,8	27,3	26,1	25,5	27,3	26,5
2008	5	26,2	26,1	26,3	26,5	26,4	25,5	24,4	26,5	25,2
2008	6	26,1	25,8	26	25,4	25,3	24,2	23,2	25,6	24
2008	7	26,6	26,9	26,1	24,9	24,9	23,8	22,6	24,7	23,2
2008	8	26,7	28,7	26,4	25	25	23,8	22,8	25,1	23,4
2008	9	27,4	30,1	27,1	26,1	26,2	25,3	24,4	26	24,5
2008	10	27,9	28,9	27,6	26,7	26,9	26,2	25,2	26,8	25,6
2008	11	28	30	27,8	27,3	27,6	26,8	26,2	27,5	26,2
2008	12	27,8	27,9	27,9	27,8	27,8	27,2	26,6	27,3	25,8
2009	1	26,9	26,7	27,4	27,7	28	27,3	26,6	27,5	27,1
2009	2	26,4	26,2	26,8	27,5	27,6	26,5	26,3	27,5	26,7
2009	3	26,2	26	26,3	27,7	28,1	27,2	26,8	27,9	27,2
2009	4	25,9	25,9	26,2	27,3	27,4	26,4	26,7	27,8	26
2009	5	26	25,9	25,9	26,8	26,5	25,8	25,3	26,1	24,7
2009	6	26,5	26	26	25,8	25,8	25,1	25	26,3	24,8
2009	7	26,6	25,7	25,7	25,4	25	24,5	24,7	25,7	24,3
2009	8	27,2	26,5	26,4	25,6	25,8	24,7	23,7	25,2	24,3
2009	9	27,5	28,1	27	26,5	26,6	25,7	24,5	26,1	25,1
2009	10	27,5	28,9	27,1	27,1	27,3	26,3	25,8	27,1	26
2009	11	27,9	29	27,6	27,5	27,5	27	26	27,7	26,4
2009	12	28,2	28,2	27,8	27,7	27,8	27,4	26,7	28,3	27,3
2010	1	27,3	27,3	27,8	28	27,7	26,6	26,1	28,3	27,3
2010	2	28,2	27,5	28,4	28,3	28,4	27,7	26,8	28,1	28,2
2010	3	28,1	27,4	28,3	29	28,8	28	27	28,3	27,6
2010	4	26	27,1	26,4	26,4	26,8	26,2	26,7	26,7	26,1
2010	5	27,4	27,5	27,6	27,8	27,9	26,3	25,8	27,1	25,7
2010	6	26,9	26,6	27,1	26,6	26,4	25,4	24,8	25,8	24,4
2010	7	26,9	26,8	26,9	25,3	25,4	24,5	23,9	25,3	23,2
2010	8	27,1	27,7	27	25,1	24,8	23,8	23,3	24,9	23
2010	9	27,5	29	27,1	25,6	26	25	23,8	25,4	23,8
