Ano	Mes	SLuis	teresina	fortaleza	natal	JPessoa	recife	maceio	aracaju	salvador
1990	7	228,4	70,1	95,2	149,9	407,3	543,6	405	188,9	277,5
1990	8	35,1	5,6	15	195,1	408,3	382,8	208,2	110,9	208,7
1990	9	33,4	52,7	36,1	47,2	97,4	115,6	122,6	156,8	134,3
1990	10	1	4,3	22,2	23,1	53,5	89,4	85,9	123,4	396,9
1990	11	3,1	38,5	14,2	54,3	42,5	36,3	31,2	21,5	32,1
1990	12	56,8	82,8	45,9	2,7	12,9	30,3	38,4	62,2	247,9
1991	1	456,8	209,1	73,1	27,1	30,4	60	25,2	24,8	188,4
1991	2	168,9	172,4	130,8	164	137,9	41,8	24,4	33	86,8
1991	3	587,9	327,3	529,1	106,1	116,7	143,9	42,6	95,1	113,8
1991	4	428	157,2	337,5	306,5	281,4	273,3	180,6	104,6	304,4
1991	5	341,4	126,7	185,6	304,9	331,3	542,3	470,4	447,9	294,4
1991	6	244,1	26,4	56	234,6	110,7	213,2	162,6	276,7	315,5
1991	7	94,2	3,9	10,2	143,5	200	356,7	190,4	71,5	100,2
1991	8	19,3	0	7	73,4	137,1	261,5	389,2	115,4	126,2
1991	9	0,3	0	1,4	9,4	32,5	58,9	62,2	35,8	73,9
1991	10	3,4	12,8	58,9	24,4	75,3	168,9	55,1	29,1	30,9
1991	11	0	39,2	6	45,5	18,4	61,2	32,4	12,7	96,6
1991	12	0	16,9	2,3	6,8	4,8	20,1	0	45,7	31
1992	1	307,1	37,4	43,3	52,9	195,4	156,5	16,9	104,9	76,7
1992	2	165,7	162,2	244,7	184,4	108,2	349	246,3	8,6	217,5
1992	3	438,9	334,9	244,9	188,7	252,7	421,8	236,9	270,2	92,7
1992	4	94,4	141,9	251,4	315	186,7	135,4	177,5	140,3	128,5
1992	5	94,2	15,7	84,4	130,8	82,1	141,5	107,9	186,8	107
1992	6	49,3	36,5	140,5	343,4	398,5	481,7	220,3	276,3	197
1992	7	46,6	11,2	21,3	80,5	271,3	267,2	254,8	151,7	196,1
1992	8	0,2	0	20,4	151	70	158,8	119	89,2	102,5
1992	9	0,1	3,5	7,9	31,1	45,7	146,1	264,1	123,1	93,3
1992	10	0,6	0	8	3,2	17	146,1	36,9	11,6	23,8
1992	11	1,1	23,4	5,1	26,2	15,3	75	26,6	39,9	207,7
1992	12	0,2	43,8	2,9	6,4	7,5	15,5	16	66,9	132,7
1993	1	102,7	150,8	48,8	21,6	16,6	49,6	8	1,2	12,7
1993	2	264,1	152,5	84,3	29,4	4,5	96,7	18	5,8	7,7
1993	3	406,7	160,9	213,3	84,8	101,4	63,5	20,7	16,1	12,3
1993	4	189,8	125	174,4	227,8	173	135,3	88,2	29,7	107,9
1993	5	199,6	0	74,7	143,6	81,8	214,7	118,6	106,7	386,8
1993	6	96,4	0	43,8	160,7	257,8	277,9	144	194	180,8
1993	7	102,6	3,3	142,1	129,6	245	183,6	167,3	95,3	117,4
1993	8	12,2	3,6	9,3	24,1	37,8	161,3	75,9	96,5	164,6
1993	9	0	32,2	22,1	0,9	67	49,2	24,2	52,4	72,7
1993	10	0	12,7	9,9	61,9	66,4	40,8	85,2	221,3	110
1993	11	0,6	92,7	4,6	15,5	26,3	28,7	164,3	31,2	48,9
1993	12	262,8	104,4	1,9	40,3	22,4	34,6	11,9	43,2	13,6
1994	1	409,9	406,9	148,6	94,5	129,8	142,8	38,5	37,3	30
1994	2	293,3	287,4	216,6	87	50,5	96,5	73,1	81,4	65,2
1994	3	712,4	365	418,3	242,6	162,9	292,9	98,8	97,3	240,3
1994	4	405,3	179,6	495	275,7	354,9	223	161,4	164	424,9
1994	5	404,1	5,2	291,6	79,7	594,1	572,3	12,2	120,7	197,6
1994	6	235,9	34,7	568,2	36,4	719,9	671,2	398,8	349,6	477,8
1994	7	161,5	0	54,4	399,6	348,5	266,9	281,5	222,8	336,5
1994	8	33,4	25,3	9,2	85,1	105,2	151,8	351,1	110,9	198,5
1994	9	16,2	0	15,7	57,3	79	158,1	401,8	79,8	101
1994	10	0,2	161,4	9,2	4,2	25,5	23,7	38,6	34,4	120,9
1994	11	0	75,7	15,4	20,4	16,4	15,7	45,1	33,5	49,2
1994	12	48	176,6	56,3	118,6	53,9	32,7	35,9	15	44,9
1995	1	51,3	144,4	133,7	24,6	26,6	29	22,5	5	18,9
1995	2	415,4	321,4	177,1	60,7	41,5	124	10,2	55,5	35
1995	3	367,2	195,8	453,6	277,6	118,6	214,5	46,5	42,3	81,8
1995	4	605	569,8	667,9	237,4	247,3	186,2	274,7	174,3	286,2
1995	5	457	288,4	373,2	327,4	311,9	351,3	259	115,5	473,5
1995	6	312,3	35,5	189,2	254,4	334,9	525,2	317,9	204,2	245,3
1995	7	142,9	28,4	86,1	297,1	482,7	319,6	368	187	178
1995	8	6,5	0	1,7	34,8	24,1	24,8	92,8	47,4	78,3
1995	9	0	0	0,7	21,6	14,2	24,4	44,9	57,9	67,3
1995	10	2,9	12,7	13,7	4,2	10,8	27,4	17,1	1,6	16,5
1995	11	81,4	53,9	31,3	41,3	62,9	53,8	62,1	153,2	156,4
1995	12	28,2	120,3	26,8	0,4	3,3	6,5	5	2	41,9
1996	1	252,1	172,5	115,1	36,7	102,8	159,4	56,3	27	55,9
1996	2	174,5	204,3	252,1	69,7	50,6	154,2	23,8	14,4	101,9
1996	3	548,5	497,9	465,6	216,2	294,3	159,7	98,1	46,7	59,9
1996	4	592,4	327,2	402,5	359,5	368,3	462,7	438,6	455	757,8
1996	5	521,7	97,7	302	154,5	317,8	232	156,4	317,4	187,5
1996	6	90,4	1,3	33,5	198,9	310,8	236,5	178,9	176,7	178,5
1996	7	127,7	19,3	21,4	145,8	217,6	380,4	283,3	118,2	202,4
1996	8	88,1	16,4	32,7	125,2	209,9	254	250,2	197,5	124
1996	9	14,4	0,3	11,9	86,4	117,1	191	68,3	69,6	206,4
1996	10	0,8	89,4	22,8	78,6	80,3	32,3	79,7	26,3	111,1
1996	11	2,6	37,7	9,9	45	28,8	63,7	114,6	81,4	228,6
1996	12	6,1	22,6	12,6	17,2	46,8	38,3	39,3	32,7	73,8
1997	1	107,1	109,2	33,1	12,3	21,8	30,2	66,5	60,7	38,3
1997	2	113,8	104,7	94,9	78,2	195,8	163,9	139,1	107	225,6
1997	3	403,2	421,6	167,9	160,1	288	221,4	116,9	84,5	277,6
1997	4	422	181,3	424,5	255,7	303,1	360,7	349,8	117,4	346,9
1997	5	267,4	106,4	191,4	230	316,6	466,3	261,2	304,1	165,4
1997	6	16,1	0	16	77,2	98,8	201,2	168,7	232	168,7
1997	7	20,7	0	33,9	78,7	187,4	205,4	309,4	150,6	183,1
1997	8	0	0	18	122,4	122,1	130	128,6	61,5	52
1997	9	0	0	0,1	5,3	9,4	20,5	2,3	4,2	30
1997	10	0,3	23,1	6,3	3	7,2	15,5	39,7	4,4	130,1
1997	11	41,4	3	20,1	2,7	8,9	42,6	12,7	13,2	26,8
1997	12	29,6	43,8	47	55,8	88	85,2	29,6	9,1	24,9
1998	1	306,7	281,1	176,3	37,6	105,8	66,6	71,3	23,6	63,6
1998	2	58,8	117	55,6	75,9	16,6	40,9	17,6	21,4	55,6
1998	3	366,1	210,5	385,1	69,2	45	73,7	23,8	75,5	117,2
1998	4	246,6	81,8	182,3	41,4	33,3	114	101,3	53,2	206
1998	5	144,4	10,4	74,2	198,4	199,8	187,9	241	215,1	250,9
1998	6	128,2	12,4	7,2	210	150,5	150,6	162,2	377,9	358,3
1998	7	152,4	1,1	33,1	789	254,3	168,5	193,1	189,5	306,5
1998	8	2,7	0	28,3	138,5	284,7	278,3	181,5	120,4	155,4
1998	9	0	0	5,2	19	31,8	52,3	44,4	53,8	63,9
1998	10	0	2,8	9,1	13,7	27,8	54,9	36,6	6,4	111,8
1998	11	0,3	166,4	2,4	8,5	18,5	15,8	0,7	1,2	65,3
1998	12	53,6	162,9	17,7	17	8,2	16	16,3	17,9	34,5
1999	1	135,7	200,8	59,3	12,6	16,7	44,7	21,3	14,8	99,3
1999	2	375	169,3	166	143,8	84	19,3	42,2	42,7	102,9
1999	3	660,8	375,1	237,4	139,2	116,9	196,9	49,4	19,1	313,9
1999	4	474,4	176,6	328,3	175,8	46,4	99	44,9	112,5	376,6
1999	5	241,9	168,6	361,2	279,3	247,1	306,3	216,6	408,4	376,9
1999	6	171	0	43,2	131,5	112,2	125,4	208,9	182,8	185
1999	7	131	1	10,4	31,1	142,5	260,3	232,6	133,5	225
1999	8	44,1	6,6	5,5	47	87,5	140,9	137,7	122,6	323,5
1999	9	0,1	37,7	49,9	51,1	61	72,6	89,2	75,7	141,2
1999	10	1,1	16,2	8,6	14,5	64,6	90,3	160,1	184	163,9
1999	11	0	42,6	9,5	4,8	3,7	18,9	21,6	180,9	275,5
1999	12	131,1	114,4	45,1	64,7	38,8	104,9	33	41,8	94,2
2000	1	267,1	183,2	246,9	50	96,4	275,4	55,2	63,2	29,5
2000	2	392,1	306,8	161	83,9	153,9	87,9	89,4	276,7	85,5
2000	3	606	329,8	323,9	114,9	109	174	91,5	75,7	191,9
2000	4	609,6	298,4	507,1	177,4	216,5	435,4	322,7	385,3	365,4
2000	5	422,2	61,9	203,4	230	333,9	264,4	168,2	84,2	241,3
2000	6	146,1	6,7	83,3	577,4	557,7	634,9	202,6	201,5	310,4
2000	7	202,1	43,7	114,1	382,3	444,4	675	357,2	97,9	201,1
2000	8	63,9	75,8	150,5	288,8	167,5	444,1	259,6	98,2	136,3
2000	9	12,6	41,5	147,4	205,3	228,9	366,1	303,9	98,2	161,6
2000	10	0	38,3	3,4	8,7	15,9	55,7	57,9	5,6	15,9
2000	11	0,2	57,5	13,3	12,1	45,8	45,1	9	67,6	74,3
2000	12	43,3	84,1	5,6	23	81,2	176	46,9	83,8	88
2001	1	336,4	268,9	148,5	30,1	25,3	58,7	20,6	24,6	95,2
2001	2	445,4	146,4	74,8	6,8	7,1	56,5	18,6	71,2	28,6
2001	3	362,9	248	250,3	133,8	197	26,1	63,2	71,7	264,1
2001	4	589,9	310,7	758,5	360,9	267,2	327,7	109	170,3	103,5
2001	5	201,8	15,2	126,6	14,4	47,7	59,5	31,6	48,3	126,5
2001	6	328,8	66,2	217,8	373,6	255,2	432,4	301,4	325,1	195,8
2001	7	150,2	2,5	58,7	145,2	184,9	355,5	320,5	229,2	220,3
2001	8	0,5	14,6	0	64	47,9	191,9	119,6	163,3	149,7
2001	9	7,2	6,1	4,7	28,4	44	106,3	38	91,2	190,8
2001	10	0	0,3	6,3	13,7	25	103,6	145,7	117,8	202,3
2001	11	6,1	97,3	20,3	17,1	16,1	32,1	47,7	56	30,3
2001	12	44	56	59	51,3	50	108,3	38,8	56,1	112,1
2002	1	419,9	303,8	288	114	179,4	225,6	362,9	169,2	252,4
2002	2	83,4	82,8	88,8	80,6	133,3	200,5	77,2	52,4	102,8
2002	3	314,1	237,7	343,8	484,1	251	409,8	197,4	57,3	102,1
2002	4	489,3	109	529,2	137,7	196,5	140,2	127,5	46	69,3
2002	5	295,4	18,6	196,4	122,9	265,5	303,2	360,9	279,1	351,6
2002	6	237	21,4	191,4	405,6	470,8	583,5	359,6	201,8	209,2
2002	7	42,3	7,6	119,8	225,2	262,6	281,6	109,9	95,4	254,8
2002	8	4,6	4	13,8	312,9	140,1	121	170,4	59,5	162,8
2002	9	0	47,1	5,3	1	13,4	42,5	44,8	34,6	258,8
2002	10	0	3,8	40,7	29,1	43,1	49	33,1	12,5	16
2002	11	0,1	20,6	20	97,5	35,9	87,3	91,9	22,8	25,2
2002	12	47,4	126,3	5,4	19,4	10	33,1	3	4,2	22,7
2003	1	358,1	105	140,6	83,7	51,3	53,3	37,2	10,7	26,7
2003	2	491,1	314,8	255,3	184	252,9	149,2	78,2	78,5	97,3
2003	3	570,2	156,7	547,9	317,8	275	397,9	135,7	49,5	206,3
2003	4	418,8	183	498,8	133,4	206,7	116,1	124,7	46,8	186,8
2003	5	207,7	102,9	332,4	230,8	212,6	225,9	179,4	241,5	550,5
2003	6	148	16,8	197,5	229,8	626,2	474	238,3	169,5	237,5
2003	7	64,6	0,4	16,3	201,6	96,3	282,2	229,1	171,7	186,5
2003	8	34,4	16,6	12,5	49,6	173	195	144,5	90,1	136,7
2003	9	5,9	9,6	9,2	38,7	97,2	135,8	139,3	57,1	168,7
2003	10	0,2	0,5	4,4	21,7	36,3	52,2	75,9	149,4	72,2
2003	11	4,7	75,9	19,1	16,1	15,4	26,8	72,2	130	132,8
2003	12	55,8	30,9	40,1	22,5	65,5	51,5	18,9	39,2	14,9
2004	1	445,7	350,9	446,7	383,9	303,2	249,9	222,8	238,5	319,4
2004	2	484,4	345,3	356,1	283,1	128,2	226	152	42,7	165,3
2004	3	387,6	315	515,8	252	158,8	168,8	166,6	48,3	121,9
2004	4	452,9	222,4	106,6	168,8	136,9	377,5	129,5	70,8	278,4
2004	5	183,5	84,7	64,2	160,7	302	327,3	157,4	202,3	159,5
2004	6	213,1	26,8	263,4	640,2	483,2	538,9	716,4	113,6	326,3
2004	7	233	18,3	109	393,5	475,8	359,8	318,4	174,8	218,4
2004	8	83,9	5,4	11,3	90,1	162,5	138,9	204,5	173,4	129,5
2004	9	1,5	15	24,6	44,4	37,5	81,1	163,3	58	40,5
2004	10	0	25,5	2,4	14,4	27,4	33,6	32,9	5,7	82
2004	11	3,2	58,9	1,5	10,1	9,1	18,2	18,9	14,4	167,6
2004	12	6,6	60,9	26,3	4,8	5,1	14,2	5,1	0	10,9
2005	1	33,1	284,5	9,5	2	37,4	14,3	5,9	52,6	42,9
2005	2	230,8	236	109,3	36,4	56,6	80,4	50,8	51,8	349,4
2005	3	351,2	300,4	193,8	186,3	107,5	75,9	56,4	57,6	349,4
2005	4	371,4	161,9	205,8	144	152,7	229,3	126,2	172,1	415
2005	5	219,6	112,6	365,8	547,3	545,5	502,8	394	182,3	198,2
2005	6	256,2	0,2	161,9	756,3	573,3	708,8	346,6	101,3	421,1
2005	7	166,4	4,9	49,4	115,2	156,9	183	162	210	204,1
2005	8	12,8	2,1	15,1	134,6	215,8	291,1	211,9	143,8	117,1
2005	9	0	1,4	1,7	43,9	63,6	44,9	44	27,5	50,6
2005	10	0,2	5,2	0,4	31,6	25,3	59,4	32,4	22,1	32,9
2005	11	4	8	0,8	1,2	4,1	8,2	12,1	3,8	72,8
2005	12	158,1	134,3	24,6	10,4	25,6	174,2	91,5	56	75,5
2006	1	189,9	107,1	42,8	4,2	7,2	12,3	57,8	26,2	40,1
2006	2	277,5	272,8	105,5	87,2	14,6	32,4	10,6	29	7,1
2006	3	374,6	203,3	207,7	157,4	85,3	156,8	114,2	28,9	35
2006	4	536,9	384,6	574,5	377,3	197,5	322,8	157,1	174	587,4
2006	5	536,1	253,3	506,4	115,3	187,9	338,1	590,1	345,3	396,7
2006	6	261,9	11,1	178,7	373,2	271,2	431,4	349,4	218,6	401,4
2006	7	63,2	7,9	41,6	133,4	139,2	222,5	234,4	194,2	91,7
2006	8	67	2,3	15,9	90,6	119	185,8	119	59,8	122,7
2006	9	2,3	2,4	11,7	45,2	63,3	79	135,5	111,8	126,9
2006	10	0	43,4	6,1	13,4	9,7	8,5	66,6	214,7	258,9
2006	11	9,3	44,2	7,4	83,5	42	84,7	38,4	34,4	220
2006	12	40,5	46,5	7,6	49,9	41,8	106,4	15,6	6,3	30,3
2007	1	16,3	68,8	37,3	86,3	33,8	83,5	97,5	21,3	20
2007	2	545,1	530,2	329	66	166,6	226,7	125,7	142,5	282,6
2007	3	457,4	345,7	340,5	265	187,1	138,7	219,8	126,1	86,8
2007	4	348,6	235,4	359,4	247,7	234,3	347,3	271,7	149,5	143,2
2007	5	286,1	62,4	179,5	120,9	240,6	208,2	233,2	191	211,2
2007	6	61,4	0,9	67,9	560,5	573,7	390,8	202,7	156,3	134
2007	7	136,3	2,2	56,7	191,8	143,8	331	238,9	184	130,4
2007	8	0,2	1,6	0,8	95,8	273,5	223,7	243	79,8	109
2007	9	2,2	0	2,9	46,3	73	127,1	106,9	63,3	85,8
2007	10	1	33,2	0,9	20,2	30,9	25,6	57,1	31,6	78,9
2007	11	2,4	31	3,9	45,2	34	40	0	13,2	19,1
2007	12	42	101,6	76,2	16	12,6	30,6	98,6	18,6	18,8
2008	1	124,4	295,2	278,4	69,2	80,6	85,7	79,7	27,9	17,8
2008	2	413,5	220,5	62,7	22,4	8,8	32,3	56	133,2	183,8
2008	3	584,5	297,2	316,4	275,5	299,3	395,4	259	272,5	149,3
2008	4	607	506,8	483,2	409,3	313,5	314,2	190,1	131,5	154,3
2008	5	314,2	166,4	288,6	212,3	335,9	415,7	603,6	366	203,6
2008	6	380	6,5	94,7	542,3	397,4	391,8	289	113,4	178,2
2008	7	104,9	0	10,5	473,3	294,1	374,3	468,3	144,1	149,1
2008	8	51,4	1,6	54,9	401,3	326,4	294,4	232,6	83,8	58,7
2008	9	0,4	14,4	0	37,8	86,8	47,6	5,8	39,4	37,8
2008	10	0,4	8,5	2	31,8	44,9	53,6	64,3	32,7	31,7
2008	11	0,6	14,6	2,9	9,5	6,6	16	13,2	4	78,4
2008	12	18,5	192	8	0,4	60,2	18,3	20,7	43,6	103,5
2009	1	375,8	210,6	162	162,1	57,7	85,2	35	18,4	30,3
2009	2	367,2	197,6	307	245,4	260,1	376,1	222,1	44,2	122,1
2009	3	565,4	355,1	479,5	220,6	138,8	142,8	205,8	41,3	25,6
2009	4	767,1	546,5	561	364,3	547,4	351,8	188,2	156,1	506,6
2009	5	556,3	401,4	305,8	372,3	521,2	410,1	786,8	515,8	549,3
2009	6	207,6	20,7	252,6	304,7	303,9	333	432,7	103,4	155,1
2009	7	71,8	46,9	208,8	347,9	419,8	386,8	275,7	121,8	158,9
2009	8	12,3	2,8	41,3	229,2	114,1	290,4	289,4	168,8	93,8
2009	9	0	0	3,4	76,7	77,1	83,3	90	78,8	56,1
2009	10	0	13	7,5	1	19,3	16,3	15,4	28,5	162,4
2009	11	2,6	6,4	7	6,7	45,8	49,9	18	13,8	48,1
2009	12	12,5	180,6	23,6	9,5	25,5	47,8	31,2	17,2	7,8
2010	1	107,8	161	70,9	70,9	110,9	193,4	186,8	26,9	78,5
2010	2	121,5	95,9	76,2	81,4	76,9	45,2	145,4	77,1	19,2
2010	3	315,8	252,4	234,7	107,4	180,2	314,3	131,4	31,9	122,8
2010	4	393,7	254,5	310	191	165,9	273,3	139,8	359	448,8
2010	5	376,9	115,2	176,7	262,6	111,7	114,3	132,4	125,8	243,8
2010	6	218,3	74,7	90,1	155,2	256,3	543,9	527,6	265,1	96,7
2010	7	105,2	1,8	54,2	151,4	222,4	267,6	218,4	147,3	492,5
2010	8	7	0	3,1	95,3	189	191,2	149	91,1	176,3
2010	9	0,4	2	0	38,5	92,4	72,7	118	76,6	55,8
